Папандреу I-Person
его O
соперник O
Романо B-Person
Проди B-Person
заменили O
конструктивное O
обсуждение O
проблем O
персональными O
атаками O
друг O
на O
друга O
. O

Володин B-Person
как O
убежден O
вице O
спикер O
Госдумы B-Org
будет O
проводить O
в O
жизнь O
тренды O
обозначенные O
в O
послании O
президента O
РФ B-Location
. O

В O
свою O
очередь O
76 O
летний O
Сильвио B-Person
Берлускони B-Person
который O
является O
лидером O
указанной O
партии O
за O
несколько O
часов O
до O
заявления O
Монти B-Person
сообщил O
прессе O
что O
сохраняет O
премьерские O
амбиции O
и O
готов O
вновь O
бороться O
за O
пост O
главы O
правительства O
республики O
в O
2013 O
году O
. O

Незаметное O
солнце O
В O
настоящее O
время O
по O
оценкам O
отраслевых O
экспертов O
общая O
мощность O
солнечной O
генерации O
в O
России B-Location
не O
превышает O
2 O
МВт O
. O

285 O
Уголовного O
кодекса O
РФ B-Location
( O
злоупотребление O
должностными O
полномочиями O
) O
. O

Также O
отмечается O
что O
в O
победе O
Б O
. O

В O
документе O
в O
частности O
говорится O
: O
" O
Назначить O
генерал O
майора O
Бондарева B-Person
Виктора B-Person
Николаевича B-Person
главнокомандующим O
Военно O
воздушными O
силами O
освободив O
его O
от O
должности O
начальника O
Главного O
штаба O
первого O
заместителя O
главнокомандующего O
Военно O
воздушными O
силами O
" O
. O

Медведев B-Person
уволил O
" O
мятежного O
" O
генерала O
Президент O
России B-Location
Дмитрий B-Person
Медведев B-Person
освободил O
от O
должности O
и O
уволил O
с O
военной O
службы O
начальника O
войск O
радиоэлектронной O
борьбы O
( O
РЭБ B-Org
) O
генерал O
майора O
Олега B-Person
Иванова B-Person
. O

Малаховского B-Person
еще O
в O
ноябре O
прошлого O
года O
говорилось O
в O
Новой O
